@relation DM2

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_vaccinations numeric
@attribute people_vaccinated numeric
@attribute people_fully_vaccinated numeric
@attribute total_boosters numeric
@attribute new_vaccinations numeric
@attribute new_vaccinations_smoothed numeric
@attribute total_vaccinations_per_hundred numeric
@attribute people_vaccinated_per_hundred numeric
@attribute people_fully_vaccinated_per_hundred numeric
@attribute total_boosters_per_hundred numeric
@attribute new_vaccinations_smoothed_per_million numeric
@attribute new_people_vaccinated_smoothed numeric
@attribute new_people_vaccinated_smoothed_per_hundred numeric
@attribute stringency_index numeric
@attribute population numeric
@attribute population_density numeric
@attribute median_age numeric
@attribute aged_65_older numeric
@attribute aged_70_older numeric
@attribute gdp_per_capita numeric
@attribute extreme_poverty numeric
@attribute cardiovasc_death_rate numeric
@attribute diabetes_prevalence numeric
@attribute female_smokers numeric
@attribute male_smokers numeric
@attribute handwashing_facilities numeric
@attribute hospital_beds_per_thousand numeric
@attribute life_expectancy numeric
@attribute human_development_index numeric
@attribute excess_mortality_cumulative_absolute numeric
@attribute excess_mortality_cumulative numeric
@attribute excess_mortality numeric
@attribute excess_mortality_cumulative_per_million numeric

@data
Qatar,12/25/2021,?,?,?,?,?,6523,?,?,?,?,2226,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,12/26/2021,5155770,?,?,?,?,5945,175.93,?,?,?,2029,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,12/27/2021,5163471,?,?,?,7701,5376,176.2,?,?,?,1834,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,12/28/2021,5182058,?,?,?,18587,7529,176.83,?,?,?,2569,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,12/29/2021,?,?,?,?,?,7839,?,?,?,?,2675,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,12/30/2021,5193431,?,?,?,?,7425,177.22,?,?,?,2534,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,12/31/2021,5205664,?,?,?,12233,7522,177.64,?,?,?,2567,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,920.6,20.55,8.71,314.141771
Qatar,1/1/2022,5209637,?,?,?,3973,7892,177.77,?,?,?,2693,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/2/2022,5213945,?,?,?,4308,8311,177.92,?,?,?,2836,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/3/2022,5224040,?,?,?,10095,8653,178.26,?,?,?,2953,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/4/2022,5235303,?,?,?,11263,7606,178.65,?,?,?,2595,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/5/2022,5245738,?,?,?,10435,8285,179,?,?,?,2827,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/6/2022,5268550,?,?,?,22812,10731,179.78,?,?,?,3662,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/7/2022,?,?,?,?,?,9749,?,?,?,?,3327,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/8/2022,5279265,?,?,?,?,9947,180.15,?,?,?,3394,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/9/2022,?,?,?,?,?,12049,?,?,?,?,4112,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/10/2022,5317308,?,?,?,?,13324,181.45,?,?,?,4547,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/11/2022,?,?,?,?,?,15637,?,?,?,?,5336,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/12/2022,5372222,?,?,?,?,18069,183.32,?,?,?,6166,1246,0.043,56.48,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/13/2022,?,?,?,?,?,17028,?,?,?,?,5811,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/14/2022,5403271,?,?,?,?,18480,184.38,?,?,?,6306,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/15/2022,5409304,?,?,?,6033,18577,184.58,?,?,?,6339,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/16/2022,5412717,?,?,?,3413,16347,184.7,?,?,?,5578,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/17/2022,5447278,?,?,?,34561,18567,185.88,?,?,?,6336,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/18/2022,5479206,?,?,?,31928,19206,186.97,?,?,?,6554,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/19/2022,5513979,?,?,?,34773,20251,188.16,?,?,?,6910,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/20/2022,5543839,?,?,?,29860,22299,189.18,?,?,?,7609,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/21/2022,5586386,?,?,?,42547,26159,190.63,?,?,?,8926,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/22/2022,5589214,?,?,?,2828,25701,190.72,?,?,?,8770,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/23/2022,?,?,?,?,?,27508,?,?,?,?,9387,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/24/2022,5621332,?,?,?,?,24865,191.82,?,?,?,8485,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/25/2022,5655277,?,?,?,33945,25153,192.98,?,?,?,8583,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/26/2022,5692705,?,?,?,37428,25532,194.26,?,?,?,8712,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/27/2022,5731330,?,?,?,38625,26784,195.57,?,?,?,9140,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/28/2022,5774591,?,?,?,43261,26886,197.05,?,?,?,9174,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/29/2022,5777396,?,?,?,2805,26883,197.15,?,?,?,9173,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/30/2022,5783563,?,?,?,6167,25470,197.36,?,?,?,8691,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,1/31/2022,5819013,?,?,?,35450,28240,198.57,?,?,?,9637,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,1023.2,21.91,54.17,349.152575
Qatar,2/1/2022,5850221,?,?,?,31208,27849,199.63,?,?,?,9503,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/2/2022,5878254,?,?,?,28033,26507,200.59,?,?,?,9045,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/3/2022,5905780,?,?,?,27526,24921,201.53,?,?,?,8504,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/4/2022,5948757,?,?,?,42977,24881,202.99,?,?,?,8490,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/5/2022,5958466,?,?,933930,9709,25867,203.32,?,?,31.87,8827,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/6/2022,?,?,?,?,?,26861,?,?,?,?,9166,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/7/2022,5984713,?,?,955867,?,23671,204.22,?,?,32.62,8077,1246,0.043,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/8/2022,?,?,?,?,?,21516,?,?,?,?,7342,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/9/2022,6016957,?,?,981898,?,19815,205.32,?,?,33.51,6762,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/10/2022,6037870,?,?,998011,20913,18870,206.03,?,?,34.06,6439,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/11/2022,6067191,?,?,1022567,29321,16919,207.03,?,?,34.89,5773,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/12/2022,6071838,?,?,1025034,4647,16196,207.19,?,?,34.98,5527,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/13/2022,6084258,?,?,1035820,12420,16096,207.62,?,?,35.35,5493,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/14/2022,6105201,?,?,1052455,20943,17213,208.33,?,?,35.91,5874,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/15/2022,6123679,?,?,1067112,18478,17549,208.96,?,?,36.41,5988,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/16/2022,6143063,?,?,1082529,19384,18015,209.62,?,?,36.94,6147,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/17/2022,6161494,?,?,1097341,18431,17661,210.25,?,?,37.45,6027,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/18/2022,?,?,?,?,?,16108,?,?,?,?,5497,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/19/2022,6198407,?,?,1126907,?,18081,211.51,?,?,38.45,6170,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/20/2022,6201271,?,?,1129495,2864,16716,211.61,?,?,38.54,5704,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/21/2022,6222845,?,?,1146672,21574,16806,212.35,?,?,39.13,5735,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/22/2022,6241774,?,?,1161471,18929,16871,212.99,?,?,39.63,5757,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/23/2022,6262739,?,?,1179451,20965,17097,213.71,?,?,40.25,5834,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/24/2022,6276851,?,?,1190528,14112,16480,214.19,?,?,40.63,5624,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/25/2022,6300785,?,?,1210246,23934,17262,215.01,?,?,41.3,5890,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/26/2022,6303572,?,?,1212354,2787,15024,215.1,?,?,41.37,5127,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/27/2022,6306789,?,?,1215002,3217,15074,215.21,?,?,41.46,5144,1246,0.043,58.33,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
Qatar,2/28/2022,6325732,?,?,1229781,18943,14698,215.86,?,?,41.96,5015,1246,0.043,61.11,2930524,227.322,31.9,1.307,0.617,116935.6,?,176.69,16.52,0.8,26.9,?,1.2,80.23,0.848,?,?,?,?
