@relation DM1

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_cases numeric
@attribute new_cases numeric
@attribute new_cases_smoothed numeric
@attribute total_deaths numeric
@attribute new_deaths numeric
@attribute new_deaths_smoothed numeric
@attribute total_cases_per_million numeric
@attribute new_cases_per_million numeric
@attribute new_cases_smoothed_per_million numeric
@attribute total_deaths_per_million numeric
@attribute new_deaths_per_million numeric
@attribute new_deaths_smoothed_per_million numeric
@attribute reproduction_rate numeric
@attribute icu_patients string
@attribute icu_patients_per_million string
@attribute hosp_patients string
@attribute hosp_patients_per_million string
@attribute weekly_icu_admissions string
@attribute weekly_icu_admissions_per_million string
@attribute weekly_hosp_admissions string
@attribute weekly_hosp_admissions_per_million string
@attribute total_tests numeric
@attribute new_tests numeric
@attribute total_tests_per_thousand numeric
@attribute new_tests_per_thousand numeric
@attribute new_tests_smoothed numeric
@attribute new_tests_smoothed_per_thousand numeric
@attribute positive_rate numeric
@attribute tests_per_case numeric
@attribute tests_units {'units unclear','tests performed','people tested'}

@data
Bahrain,9/10/2021,273542,88,105,1388,0,0,156462.153,50.335,60.059,793.916,0,0,0.95,?,?,?,?,?,?,?,?,6114627,17727,3497.48,10.14,15785,9.029,0.0067,150.3,'units unclear'
Bahrain,9/11/2021,273622,80,100.857,1388,0,0,156507.912,45.759,57.689,793.916,0,0,0.93,?,?,?,?,?,?,?,?,6133321,18694,3508.173,10.693,15659,8.957,0.0064,155.3,'units unclear'
Bahrain,9/12/2021,273743,121,105,1388,0,0,156577.122,69.21,60.059,793.916,0,0,0.93,?,?,?,?,?,?,?,?,6152114,18793,3518.922,10.749,17034,9.743,0.0062,162.2,'units unclear'
Bahrain,9/13/2021,273835,92,103.143,1388,0,0,156629.745,52.623,58.996,793.916,0,0,0.91,?,?,?,?,?,?,?,?,6168885,16771,3528.515,9.593,18121,10.365,0.0057,175.7,'units unclear'
Bahrain,9/14/2021,273916,81,94.857,1388,0,0,156676.076,46.331,54.257,793.916,0,0,0.89,?,?,?,?,?,?,?,?,?,?,?,?,17981,10.285,0.0053,189.6,'units unclear'
Bahrain,9/15/2021,273977,61,87.286,1388,0,0,156710.967,34.891,49.926,793.916,0,0,0.88,?,?,?,?,?,?,?,?,6202466,?,3547.723,?,17842,10.205,0.0049,204.4,'units unclear'
Bahrain,9/16/2021,274041,64,83.857,1388,0,0,156747.574,36.607,47.965,793.916,0,0,0.88,?,?,?,?,?,?,?,?,6219122,16656,3557.25,9.527,17460,9.987,0.0048,208.2,'units unclear'
Bahrain,9/17/2021,274107,66,80.714,1388,0,0,156785.325,37.751,46.167,793.916,0,0,0.88,?,?,?,?,?,?,?,?,6234277,15155,3565.918,8.668,17093,9.777,0.0047,211.8,'units unclear'
Bahrain,9/18/2021,274179,72,79.571,1388,0,0,156826.508,41.183,45.514,793.916,0,0,0.9,?,?,?,?,?,?,?,?,6251034,16757,3575.503,9.585,16816,9.619,0.0047,211.3,'units unclear'
Bahrain,9/19/2021,274264,85,74.429,1388,0,0,156875.127,48.619,42.572,793.916,0,0,0.91,?,?,?,?,?,?,?,?,6268158,17124,3585.298,9.795,16578,9.482,0.0045,222.7,'units unclear'
Bahrain,9/20/2021,274383,119,78.286,1388,0,0,156943.193,68.066,44.778,793.916,0,0,0.92,?,?,?,?,?,?,?,?,6283910,15752,3594.308,9.01,16432,9.399,0.0048,209.9,'units unclear'
Bahrain,9/21/2021,274452,69,76.571,1388,0,0,156982.66,39.467,43.798,793.916,0,0,0.91,?,?,?,?,?,?,?,?,6300057,16147,3603.543,9.236,16340,9.346,0.0047,213.4,'units unclear'
Bahrain,9/22/2021,274524,72,78.143,1388,0,0,157023.843,41.183,44.697,793.916,0,0,0.9,?,?,?,?,?,?,?,?,6315994,15937,3612.659,9.116,16218,9.276,0.0048,207.5,'units unclear'
Bahrain,9/23/2021,274614,90,81.857,1389,1,0.143,157075.322,51.479,46.821,794.488,0.572,0.082,0.9,?,?,?,?,?,?,?,?,6333485,17491,3622.664,10.005,16338,9.345,0.005,199.6,'units unclear'
Bahrain,9/24/2021,274676,62,81.286,1389,0,0.143,157110.785,35.463,46.494,794.488,0,0.082,0.88,?,?,?,?,?,?,?,?,6348728,15243,3631.383,8.719,16350,9.352,0.005,201.1,'units unclear'
Bahrain,9/25/2021,274745,69,80.857,1389,0,0.143,157150.252,39.467,46.249,794.488,0,0.082,0.88,?,?,?,?,?,?,?,?,6382878,34150,3650.916,19.533,18835,10.773,0.0043,232.9,'units unclear'
Bahrain,9/26/2021,274814,69,78.571,1389,0,0.143,157189.719,39.467,44.942,794.488,0,0.082,0.87,?,?,?,?,?,?,?,?,?,?,?,?,17470,9.993,0.0045,222.3,'units unclear'
Bahrain,9/27/2021,274877,63,70.571,1389,0,0.143,157225.754,36.035,40.366,794.488,0,0.082,0.86,?,?,?,?,?,?,?,?,6398019,?,3659.576,?,16301,9.324,0.0043,231,'units unclear'
Bahrain,9/28/2021,274925,48,67.571,1389,0,0.143,157253.21,27.455,38.65,794.488,0,0.082,0.86,?,?,?,?,?,?,?,?,6411883,13864,3667.506,7.93,15975,9.137,0.0042,236.4,'units unclear'
Bahrain,9/29/2021,274981,56,65.286,1389,0,0.143,157285.241,32.031,37.343,794.488,0,0.082,0.87,?,?,?,?,?,?,?,?,6427427,15544,3676.397,8.891,15919,9.105,0.0041,243.8,'units unclear'
Bahrain,9/30/2021,275057,76,63.286,1389,0,0,157328.712,43.471,36.199,794.488,0,0,0.89,?,?,?,?,?,?,?,?,?,?,?,?,15756,9.012,0.004,249,'units unclear'
Bahrain,10/1/2021,275130,73,64.857,1389,0,0,157370.467,41.755,37.097,794.488,0,0,0.89,?,?,?,?,?,?,?,?,6460127,?,3695.101,?,15914,9.103,0.0041,245.4,'units unclear'
Bahrain,10/2/2021,275175,45,61.429,1389,0,0,157396.206,25.739,35.136,794.488,0,0,0.89,?,?,?,?,?,?,?,?,?,?,?,?,13305,7.61,0.0046,216.6,'units unclear'
Bahrain,10/3/2021,275237,62,60.429,1389,0,0,157431.669,35.463,34.564,794.488,0,0,0.89,?,?,?,?,?,?,?,?,6491902,?,3713.276,?,14493,8.29,0.0042,239.8,'units unclear'
Bahrain,10/4/2021,275279,42,57.429,1389,0,0,157455.693,24.023,32.848,794.488,0,0,0.9,?,?,?,?,?,?,?,?,6506778,14876,3721.785,8.509,15537,8.887,0.0037,270.5,'units unclear'
Bahrain,10/5/2021,275349,70,60.571,1390,1,0.143,157495.732,40.039,34.646,795.06,0.572,0.082,0.92,?,?,?,?,?,?,?,?,6520656,13878,3729.723,7.938,15539,8.888,0.0039,256.5,'units unclear'
Bahrain,10/6/2021,275394,45,59,1390,0,0.143,157521.471,25.739,33.747,795.06,0,0.082,0.93,?,?,?,?,?,?,?,?,6535641,14985,3738.294,8.571,15459,8.842,0.0038,262,'units unclear'
Bahrain,10/7/2021,275458,64,57.286,1390,0,0.143,157558.078,36.607,32.767,795.06,0,0.082,0.96,?,?,?,?,?,?,?,?,6550461,14820,3746.771,8.477,15241,8.718,0.0038,266.1,'units unclear'
Bahrain,10/8/2021,275538,80,58.286,1390,0,0.143,157603.837,45.759,33.339,795.06,0,0.082,0.98,?,?,?,?,?,?,?,?,6565857,15396,3755.577,8.806,15104,8.639,0.0039,259.1,'units unclear'
Bahrain,10/9/2021,275597,59,60.286,1390,0,0.143,157637.584,33.747,34.483,795.06,0,0.082,0.98,?,?,?,?,?,?,?,?,6580669,14812,3764.05,8.472,14951,8.552,0.004,248,'units unclear'
Bahrain,10/10/2021,275654,57,59.571,1390,0,0.143,157670.187,32.603,34.074,795.06,0,0.082,0.98,?,?,?,?,?,?,?,?,6597180,16511,3773.494,9.444,15040,8.603,0.004,252.5,'units unclear'
Bahrain,10/11/2021,275734,80,65,1390,0,0.143,157715.946,45.759,37.179,795.06,0,0.082,0.99,?,?,?,?,?,?,?,?,6612314,15134,3782.15,8.656,15077,8.624,0.0043,232,'units unclear'
Bahrain,10/12/2021,275803,69,64.857,1390,0,0,157755.413,39.467,37.097,795.06,0,0,0.99,?,?,?,?,?,?,?,?,6625936,13622,3789.942,7.792,15040,8.603,0.0043,231.9,'units unclear'
Bahrain,10/13/2021,275862,59,66.857,1390,0,0,157789.16,33.747,38.241,795.06,0,0,0.98,?,?,?,?,?,?,?,?,6640843,14907,3798.468,8.527,15029,8.596,0.0044,224.8,'units unclear'
Bahrain,10/14/2021,275912,50,64.857,1391,1,0.143,157817.76,28.599,37.097,795.632,0.572,0.082,0.98,?,?,?,?,?,?,?,?,6657852,17009,3808.197,9.729,15342,8.775,0.0042,236.6,'units unclear'
Bahrain,10/15/2021,275975,63,62.429,1391,0,0.143,157853.795,36.035,35.708,795.632,0,0.082,0.99,?,?,?,?,?,?,?,?,?,?,?,?,15972,9.136,0.0039,255.8,'units unclear'
Bahrain,10/16/2021,276030,55,61.857,1391,0,0.143,157885.254,31.459,35.381,795.632,0,0.082,0.99,?,?,?,?,?,?,?,?,?,?,?,?,16686,9.544,0.0037,269.8,'units unclear'
Bahrain,10/17/2021,276118,88,66.286,1391,0,0.143,157935.589,50.335,37.914,795.632,0,0.082,1,?,?,?,?,?,?,?,?,6717283,?,3842.191,?,17158,9.814,0.0039,258.8,'units unclear'
Bahrain,10/18/2021,276188,70,64.857,1391,0,0.143,157975.628,40.039,37.097,795.632,0,0.082,0.99,?,?,?,?,?,?,?,?,?,?,?,?,16025,9.166,0.004,247.1,'units unclear'
Bahrain,10/19/2021,276262,74,65.571,1392,1,0.286,158017.955,42.327,37.506,796.204,0.572,0.163,0.98,?,?,?,?,?,?,?,?,6731697,?,3850.435,?,15109,8.642,0.0043,230.4,'units unclear'
Bahrain,10/20/2021,276336,74,67.714,1392,0,0.286,158060.282,42.327,38.732,796.204,0,0.163,0.95,?,?,?,?,?,?,?,?,6747276,15579,3859.346,8.911,15205,8.697,0.0045,224.5,'units unclear'
Bahrain,10/21/2021,276395,59,69,1392,0,0.143,158094.029,33.747,39.467,796.204,0,0.082,0.93,?,?,?,?,?,?,?,?,6763961,16685,3868.89,9.544,15158,8.67,0.0046,219.7,'units unclear'
Bahrain,10/22/2021,276461,66,69.429,1393,1,0.286,158131.78,37.751,39.712,796.776,0.572,0.163,0.9,?,?,?,?,?,?,?,?,?,?,?,?,14675,8.394,0.0047,211.4,'units unclear'
Bahrain,10/23/2021,276526,65,70.857,1393,0,0.286,158168.959,37.179,40.529,796.776,0,0.163,0.87,?,?,?,?,?,?,?,?,6796811,?,3887.68,?,14191,8.117,0.005,200.3,'units unclear'
Bahrain,10/24/2021,276571,45,64.714,1393,0,0.286,158194.698,25.739,37.016,796.776,0,0.163,0.83,?,?,?,?,?,?,?,?,6812218,15407,3896.492,8.813,13562,7.757,0.0048,209.6,'units unclear'
Bahrain,10/25/2021,276608,37,60,1393,0,0.286,158215.862,21.163,34.319,796.776,0,0.163,0.8,?,?,?,?,?,?,?,?,6826271,14053,3904.53,8.038,14540,8.317,0.0041,242.3,'units unclear'
Bahrain,10/26/2021,276635,27,53.286,1393,0,0.143,158231.305,15.444,30.479,796.776,0,0.082,0.78,?,?,?,?,?,?,?,?,6840598,14327,3912.725,8.195,15557,8.898,0.0034,292,'units unclear'
Bahrain,10/27/2021,276685,50,49.857,1393,0,0.143,158259.905,28.599,28.518,796.776,0,0.082,0.78,?,?,?,?,?,?,?,?,6856151,15553,3921.621,8.896,15554,8.897,0.0032,312,'units unclear'
Bahrain,10/28/2021,276718,33,46.143,1393,0,0.143,158278.78,18.876,26.393,796.776,0,0.082,0.78,?,?,?,?,?,?,?,?,6872519,16368,3930.984,9.362,15508,8.87,0.003,336.1,'units unclear'
Bahrain,10/29/2021,276749,31,41.143,1393,0,0,158296.512,17.732,23.533,796.776,0,0,0.78,?,?,?,?,?,?,?,?,?,?,?,?,15532,8.884,0.0026,377.5,'units unclear'
Bahrain,10/30/2021,276794,45,38.286,1393,0,0,158322.251,25.739,21.899,796.776,0,0,0.79,?,?,?,?,?,?,?,?,?,?,?,?,15555,8.897,0.0025,406.3,'units unclear'
Bahrain,10/31/2021,276829,35,36.857,1393,0,0,158342.271,20.02,21.082,796.776,0,0,0.79,?,?,?,?,?,?,?,?,6922283,?,3959.448,?,15724,8.994,0.0023,426.6,'units unclear'
Bahrain,11/1/2021,276874,45,38,1393,0,0,158368.01,25.739,21.735,796.776,0,0,0.79,?,?,?,?,?,?,?,?,6937881,15598,3968.37,8.922,15944,9.12,0.0024,419.6,'units unclear'
Bahrain,11/2/2021,276917,43,40.286,1393,0,0,158392.605,24.595,23.043,796.776,0,0,0.79,?,?,?,?,?,?,?,?,6952933,15052,3976.979,8.61,16048,9.179,0.0025,398.4,'units unclear'
Bahrain,11/3/2021,276956,39,38.714,1393,0,0,158414.913,22.307,22.144,796.776,0,0,0.78,?,?,?,?,?,?,?,?,6967617,14684,3985.378,8.399,15924,9.108,0.0024,411.3,'units unclear'
Bahrain,11/4/2021,276983,27,37.857,1393,0,0,158430.356,15.444,21.654,796.776,0,0,0.77,?,?,?,?,?,?,?,?,6985211,17594,3995.442,10.064,16099,9.208,0.0024,425.3,'units unclear'
Bahrain,11/5/2021,277011,28,37.429,1393,0,0,158446.372,16.016,21.409,796.776,0,0,0.76,?,?,?,?,?,?,?,?,7001240,16029,4004.61,9.168,16019,9.163,0.0023,428,'units unclear'
Bahrain,11/6/2021,277041,30,35.286,1393,0,0,158463.532,17.16,20.183,796.776,0,0,0.76,?,?,?,?,?,?,?,?,7018050,16810,4014.225,9.615,16051,9.181,0.0022,454.9,'units unclear'
Bahrain,11/7/2021,277081,40,36,1393,0,0,158486.411,22.879,20.591,796.776,0,0,0.75,?,?,?,?,?,?,?,?,7034780,16730,4023.795,9.569,16071,9.192,0.0022,446.4,'units unclear'
Bahrain,11/8/2021,277098,17,32,1393,0,0,158496.135,9.724,18.304,796.776,0,0,0.73,?,?,?,?,?,?,?,?,7050321,15541,4032.684,8.889,16063,9.188,0.002,502,'units unclear'
Bahrain,11/9/2021,277113,15,28,1393,0,0,158504.715,8.58,16.016,796.776,0,0,0.73,?,?,?,?,?,?,?,?,7064562,14241,4040.829,8.146,15947,9.121,0.0018,569.5,'units unclear'
Bahrain,11/10/2021,277138,25,26,1393,0,0,158519.014,14.3,14.872,796.776,0,0,0.74,?,?,?,?,?,?,?,?,7079231,14669,4049.22,8.39,15945,9.12,0.0016,613.3,'units unclear'
Bahrain,11/11/2021,277165,27,26,1393,0,0,158534.458,15.444,14.872,796.776,0,0,0.76,?,?,?,?,?,?,?,?,7095041,15810,4058.263,9.043,15690,8.974,0.0017,603.5,'units unclear'
Bahrain,11/12/2021,277184,19,24.714,1393,0,0,158545.326,10.868,14.136,796.776,0,0,0.77,?,?,?,?,?,?,?,?,?,?,?,?,16462,9.416,0.0015,666.1,'units unclear'
Bahrain,11/13/2021,277201,17,22.857,1393,0,0,158555.049,9.724,13.074,796.776,0,0,0.78,?,?,?,?,?,?,?,?,?,?,?,?,17121,9.793,0.0013,749,'units unclear'
Bahrain,11/14/2021,277223,22,20.286,1393,0,0,158567.633,12.584,11.603,796.776,0,0,0.8,?,?,?,?,?,?,?,?,7159330,?,4095.035,?,17793,10.177,0.0011,877.1,'units unclear'
Bahrain,11/15/2021,277246,23,21.143,1393,0,0,158580.789,13.156,12.093,796.776,0,0,0.83,?,?,?,?,?,?,?,?,?,?,?,?,17828,10.197,0.0012,843.2,'units unclear'
Bahrain,11/16/2021,277262,16,21.286,1393,0,0,158589.94,9.152,12.175,796.776,0,0,0.85,?,?,?,?,?,?,?,?,?,?,?,?,18049,10.324,0.0012,847.9,'units unclear'
Bahrain,11/17/2021,277282,20,20.571,1393,0,0,158601.38,11.44,11.767,796.776,0,0,0.89,?,?,?,?,?,?,?,?,7206695,?,4122.128,?,18209,10.415,0.0011,885.2,'units unclear'
Bahrain,11/18/2021,277304,22,19.857,1393,0,0,158613.964,12.584,11.358,796.776,0,0,0.93,?,?,?,?,?,?,?,?,7222351,15656,4131.083,8.955,18187,10.403,0.0011,915.9,'units unclear'
Bahrain,11/19/2021,277322,18,19.714,1393,0,0,158624.26,10.296,11.276,796.776,0,0,0.98,?,?,?,?,?,?,?,?,?,?,?,?,16205,9.269,0.0012,822,'units unclear'
Bahrain,11/20/2021,277348,26,21,1394,1,0.143,158639.131,14.872,12.012,797.348,0.572,0.082,1.03,?,?,?,?,?,?,?,?,7237467,?,4139.729,?,14224,8.136,0.0015,677.3,'units unclear'
Bahrain,11/21/2021,277389,41,23.714,1394,0,0.143,158662.583,23.451,13.564,797.348,0,0.082,1.07,?,?,?,?,?,?,?,?,?,?,?,?,13502,7.723,0.0018,569.4,'units unclear'
